store_producto_id;store_producto_nombre;store_producto_imagen;store_producto_imagen2;store_producto_imagen3;store_producto_imagen4;store_producto_imagen5;store_producto_imagen6;store_producto_imagen7;store_producto_imagen8;store_producto_imagen9;store_producto_video;store_producto_descripcion;store_producto_valor;store_producto_moneda;store_producto_cantidad;store_producto_negocio;store_producto_categoria;store_producto_subcategoria;store_producto_subcategoria2;store_producto_fecha;store_producto_estado;store_producto_sku;store_producto_promocion;store_producto_promocion_tipo;store_producto_promocion_valor;store_producto_promocion_inicio;store_producto_promocion_fin;store_producto_promocion_texto;store_producto_etiqueta;store_producto_etiqueta_color;store_producto_tags;store_producto_archivo_digital;store_producto_sugeridos;store_producto_negocio_categoria;store_producto_negocio_subcategoria;store_producto_tipo;store_producto_tipoproducto;store_producto_enlace_digital;store_producto_tienda;store_producto_envio_peso;store_producto_envio_dimenciones;store_producto_envio_tipo;store_producto_envio_local;store_producto_envio_nacional;store_producto_envio_internacional;store_producto_envio_empresa;store_producto_correo_cotizacion;store_producto_caracteristicas;store_producto_caracteristicas_id;store_producto_caracteristicas_opciones;store_producto_nuevo;store_producto_devolucion;store_producto_ubicacion;store_producto_vendido
33729;"GORRA PLANA ASTROS COLOR AZUL CON BLANCO Y BORDES AMARILLOS";IMG_9028_1681423888.JPG;IMG_9030_1681423889.JPG;IMG_9032_1681423890.JPG;IMG_9034.JPG;IMG_9036.JPG;NULL;NULL;NULL;NULL;NULL;"<p>GORRA PLANA ASTROS COLOR AZUL CON BLANCO Y BORDES AMARILLOS</p>
<p>ADAPTABLE</p>";35000.00;1;0;1384;2967;2968;4573;NULL;1;C104;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Gorra,Astros,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;3;0;0;0
33741;"GORRA PLANA  MIAMI HEAT NBA";IMG_9086.JPG;IMG_9088.JPG;IMG_9090.JPG;IMG_9092.JPG;IMG_9093.JPG;NULL;NULL;NULL;NULL;NULL;"<p>GORRA PLANA MIAMI HEAT NBA</p>
<p>ADAPTABLE</p>";35000.00;1;0;1384;2967;2968;4573;NULL;0;NULL;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Gorra,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;3;0;0;1
33753;"GORRA PLANA  BOSTON REDSOX COLOR AZUL";IMG_9019_1681424530.JPG;IMG_9021.JPG;IMG_9023.JPG;IMG_9026_1681424533.JPG;IMG_9027_1681424534.JPG;NULL;NULL;NULL;NULL;NULL;"<p>HERMOSA GORRA PLANA BOSTON REDSOX COLOR AZUL</p>
<p>ADAPTABLE</p>";35000.00;1;0;1384;2967;2968;4573;NULL;0;C103;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Gorra,Boston,RedSox,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x18;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;3;0;0;1
33764;"GORRA PLANA  ANGELES DODGERS";IMG_8973.JPG;IMG_8975.JPG;IMG_8977.JPG;IMG_8979.JPG;IMG_8981.JPG;NULL;NULL;NULL;NULL;NULL;"<p>GORRA PLANA ANGELES DODGERS&nbsp;</p>
<p>ADAPTABLE</p>";35000.00;1;0;1384;2967;2968;4573;NULL;0;NULL;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;"Baulito,Baulitodemrbean,Angeles ,Dodgers";NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x18;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;3;0;0;1
33789;"GORRA PLANA THE CORK";IMG_9055.JPG;IMG_9061.JPG;IMG_9063_1681425317.JPG;IMG_9065.JPG;NULL;NULL;NULL;NULL;NULL;NULL;"<p>GORRA PLANA THE CORK</p>";35000.00;1;0;1384;2967;2968;4573;NULL;0;NULL;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Gallo,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x17;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;3;0;0;1
33799;"GORRA PLANA AZUL OSCURO CON AZUL CLARO";IMG_9011.JPG;IMG_9013_1681425460.JPG;IMG_9015_1681425461.JPG;IMG_9017.JPG;NULL;NULL;NULL;NULL;NULL;NULL;"<p>GORRA PLANA AZUL OSCURO CON AZUL CLARO</p>
<p>ADAPTABLE</p>";35000.00;1;1;1384;2967;2968;4573;NULL;0;NULL;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Baulito,Baulitodemrbean,Gorras;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;3;0;0;0
33812;"GORRA PLANA AZUL CON ROJA";IMG_9104.JPG;IMG_9105.JPG;IMG_9107.JPG;IMG_9109.JPG;IMG_9111.JPG;NULL;NULL;NULL;NULL;NULL;"<p>GORRA PLANA AZUL CON ROJA</p>
<p>ADAPTABLE</p>";35000.00;1;0;1384;2967;2968;4573;NULL;0;NULL;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Gorra,Baulito,Baulitodemrbean,Gorras;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;3;0;0;0
33829;"PANTALON PEOPLE TALLA 28";IMG_4230.JPG;IMG_4232.JPG;IMG_4233_1685987307.JPG;IMG_4234.JPG;IMG_4235.JPG;IMG_4236.JPG;NULL;NULL;NULL;NULL;"<p>PANTALON PEOPLE TALLA 28</p>
<p>COLOR AZUL OSCURO</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";28000.00;1;1;1384;2967;2968;2977;NULL;1;B230;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Pantalones,People,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;0
33839;"PANTALON TALLA 30";IMG_4237.JPG;IMG_4238.JPG;IMG_4239.JPG;IMG_4240.JPG;IMG_4241.JPG;NULL;NULL;NULL;NULL;NULL;"<p>PANTALON TALLA 30</p>
<p>COLOR NEGRO</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";28000.00;1;0;1384;2967;2968;2977;NULL;0;NULL;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Pantalon,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x19;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;0;0;0;1
33850;"PANTALON TALLA 28";IMG_4245.JPG;IMG_4246.JPG;IMG_4247.JPG;IMG_4248.JPG;IMG_4244.JPG;NULL;NULL;NULL;NULL;NULL;"<p>PANTALON CON ROTOS TALLA 28</p>
<p>COLOR AZUL OSCURO</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";28000.00;1;1;1384;2967;2968;2977;NULL;1;B229;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Pantalon,Rotos,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;0
33860;"PANTALON KENZO TALLA 30";IMG_4249.JPG;IMG_4250.JPG;IMG_4253.JPG;IMG_4254.JPG;NULL;NULL;NULL;NULL;NULL;NULL;"<p>PANTALON KENZO TALLA 30</p>
<p>COLOR NEGRO</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";28000.00;1;0;1384;2967;2968;2977;NULL;0;NULL;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Kenzo,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;0
33872;"PANTALON FOREVER 21 TALLA 31";IMG_4255.JPG;IMG_4256.JPG;IMG_4257.JPG;IMG_4258.JPG;IMG_4259.JPG;NULL;NULL;NULL;NULL;NULL;"<p>PANTALON FOREVER 21</p>
<p>&nbsp;</p>
<p>COLOR AZUL OSCURO</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";28000.00;1;0;1384;2967;2968;2977;NULL;0;B226;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;"Pantalon ,Forever21,Baulito,Baulitodemrbean";NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x19;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;1
33881;"Pantalon Talla 28";IMG_4260.JPG;IMG_4262.JPG;IMG_4263.JPG;IMG_4264.JPG;IMG_4261.JPG;NULL;NULL;NULL;NULL;NULL;"<p>Pantalon Talla 28</p>
<p>COLOR AZUL CLARO</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";28000.00;1;1;1384;2967;2968;2977;NULL;1;B222;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Pantalon,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;0
33894;"Pantalon Lee talla 32";IMG_4301.JPG;IMG_4302.JPG;IMG_4303.JPG;IMG_4304.JPG;IMG_4306.JPG;NULL;NULL;NULL;NULL;NULL;"<p>PANTALON LEE TALLA 32</p>";28000.00;1;1;1384;2967;2968;2977;NULL;0;NULL;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Lee,Pantalon,Baulitodemrbean,Baulito;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;1
33906;"PANTALON KOAJ 34";IMG_4265.JPG;IMG_4266.JPG;IMG_4267.JPG;IMG_4269_1685989867.JPG;IMG_4270.JPG;NULL;NULL;NULL;NULL;NULL;"<p>PANTALON KOAJ 34</p>
<p>COLOR NEGRO</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";28000.00;1;0;1384;2967;2968;2977;NULL;0;B216;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Koaj,Pantalon,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;1
33927;"PANTALON TALLA 34";IMG_4307.JPG;IMG_4308.JPG;IMG_4309.JPG;IMG_4310.JPG;NULL;NULL;NULL;NULL;NULL;NULL;"<p>PANTALON TALLA 34</p>
<p>&nbsp;</p>
<p>COLOR NEGRO</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";28000.00;1;0;1384;2967;2968;2977;NULL;0;NULL;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Pantalon,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;0
33939;"PANTALON KOAJ TALLA 36";IMG_4317.JPG;IMG_4318.JPG;IMG_4319.JPG;IMG_4321.JPG;NULL;NULL;NULL;NULL;NULL;NULL;"<p>PANTALON KOAJ TALLA 36</p>
<p>COLOR&nbsp;GRIS</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";28000.00;1;1;1384;2967;2968;2977;NULL;0;NULL;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Pantalones,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;1
33949;"PANTALON ARTURO CALLE 38";IMG_4281.JPG;IMG_4282.JPG;IMG_4283.JPG;IMG_4285.JPG;IMG_4284_1685996455.JPG;NULL;NULL;NULL;NULL;NULL;"<p>PANTALON ARTURO CALLE 38</p>
<p>COLOR&nbsp;GRIS&nbsp;</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>
<p>&nbsp;</p>";28000.00;1;0;1384;2967;2968;2977;NULL;0;NULL;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Arturocalle,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x19;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;1
33963;"PANTALON CAFE TALLA 32";IMG_4290.JPG;IMG_4291.JPG;IMG_4292.JPG;IMG_4293.JPG;NULL;NULL;NULL;NULL;NULL;NULL;"<p>PANTALON CAFE TALLA 32</p>
<p>COLOR CAFE</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>
<p>&nbsp;</p>";28000.00;1;0;1384;2967;2968;2977;NULL;0;B213;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Pantalon,Beis,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;1
33980;"PANTALON KOAJ TALLA 32";IMG_4265_1685999319.JPG;IMG_4295.JPG;IMG_4297.JPG;IMG_4269_1685999322.JPG;IMG_4300.JPG;NULL;NULL;NULL;NULL;NULL;"<p>PANTALON KOAJ TALLA 32</p>
<p>COLOR NEGRO</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>
<p>&nbsp;</p>";28000.00;1;1;1384;2967;2968;2977;NULL;0;NULL;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;1
33992;"PANTALON KOAJ TALLA 32";IMG_4276.JPG;IMG_4277_1686000000.JPG;IMG_4278.JPG;IMG_4279.JPG;IMG_4280_1686000003.JPG;NULL;NULL;NULL;NULL;NULL;"<p>PANTALON KOAJ TALLE 32</p>
<p>COLOR GRIS</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>
<p>&nbsp;</p>";28000.00;1;0;1384;2967;2968;2977;NULL;0;B231;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Baulito,Baulitodemrbean,Pantalon;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x19;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;1
34004;"SUDADERA SEVEN SEVEN TALLA XL";IMG_4311.JPG;IMG_4312.JPG;IMG_4313.JPG;IMG_4338.JPG;NULL;NULL;NULL;NULL;NULL;NULL;"<p>SUDADERA SEVEN SEVEN TALLA XL</p>
<p>COLOR NEGRO</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";18000.00;1;0;1384;2967;2968;2977;NULL;0;B247;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Seven,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;1
34015;"SUDADERA ADIDAS TALLA L";IMG_4328.JPG;IMG_4331.JPG;IMG_4330.JPG;IMG_4333.JPG;IMG_4334.JPG;NULL;NULL;NULL;NULL;NULL;"<p>SUDADERA ADIDAS TALLA 2XL</p>
<p>COLOR NEGRO</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";48000.00;1;1;1384;2967;2968;2977;NULL;1;B249;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Sudadera,Adidas,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x18;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;0
34025;"PANTALON CARGO SEVEN TALLA XS";IMG_4335.JPG;IMG_4337.JPG;IMG_4336.JPG;IMG_4339.JPG;IMG_4338_1686000642.JPG;NULL;NULL;NULL;NULL;NULL;"<p>PANTALON CARGO SEVEN TALLA XS</p>
<p>COLOR NEGRO</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";58000.00;1;1;1384;2967;2968;2977;NULL;1;B215;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Baulito,Baulitodemrbean,PantalonCargo;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;8;0;0;0
34038;"SUDADERA CARGO OLD NAVY TALLA M AMERICANA";IMG_4341.JPG;IMG_4342.JPG;IMG_4343.JPG;IMG_4344.JPG;IMG_4345.JPG;IMG_4346.JPG;NULL;NULL;NULL;NULL;"<p>SUDADERA OLD NAVY TALLA M AMERICANA</p>
<p>COLOR VERDE</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";58000.00;1;0;1384;2967;2968;2977;NULL;0;B248;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Sudadera,Oldnavy,Cargo,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x17;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;1
34049;"PANTALON CARGO ARIZONA TALLA 34";IMG_4347.JPG;IMG_4348.JPG;IMG_4349.JPG;IMG_4350.JPG;IMG_4351.JPG;IMG_4352.JPG;NULL;NULL;NULL;NULL;"<p>PANTALON CARGO ARIZONA TALLA 34</p>
<p>COLOR BEIS</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";58000.00;1;0;1384;2967;2968;2977;NULL;1;B214;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Pantalon,Cargo,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x19;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;0
34061;"Pantalon montañero talla xl";IMG_4353.JPG;IMG_4355.JPG;IMG_4356.JPG;IMG_4354.JPG;NULL;NULL;NULL;NULL;NULL;NULL;"<p>Pantalon monta&ntilde;ero GAMEHIDE</p>
<p>Talla XL</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";78000.00;1;1;1384;2967;2968;2977;NULL;1;B217;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Pantalon,Montañero,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x19;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;0
34072;"PANTALON SEVEN TALLA M";IMG_4358.JPG;IMG_4359.JPG;IMG_4361.JPG;IMG_4362.JPG;IMG_4367.JPG;NULL;NULL;NULL;NULL;NULL;"<p>PANTALON SEVEN TALLA M</p>
<p>COLOR VERDE</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";58000.00;1;0;1384;2967;2968;2977;NULL;0;NULL;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Pantalon,Seven,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x19;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;8;0;0;1
34083;"SUDADERA BLACK PANTHER TALLA XL";IMG_4369.JPG;IMG_4370.JPG;IMG_4371.JPG;IMG_4372.JPG;IMG_4368.JPG;NULL;NULL;NULL;NULL;NULL;"<p>SUDADERA BLACK PANTHER TALLA XL</p>
<p>COLOR GRIS</p>
<p>COLOR GRIS</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";18000.00;1;1;1384;2967;2968;2977;NULL;0;NULL;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;0
34095;"SUDADERA VERDE TALLA L";IMG_4364.JPG;IMG_4365.JPG;IMG_4366.JPG;IMG_4367_1686001680.JPG;NULL;NULL;NULL;NULL;NULL;NULL;"<p>SUDADERA VERDE TALLA L</p>
<p>COLOR&nbsp;VERDE</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";18000.00;1;0;1384;2967;2968;2977;NULL;0;B250;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Sudadera,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x20;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;1
34109;"CAMISETA RUSSELL TALLA L";IMG_4696.JPG;IMG_4697.JPG;IMG_4698.JPG;IMG_4699.JPG;NULL;NULL;NULL;NULL;NULL;NULL;"<p>CAMISETA RUSSELL</p>
<p>COLOR ROJO</p>
<p>SON PRENDAS &Uacute;NICAS, EL VALOR DE ESTE ARTICULO ES POR SER UNA PRENDA EXCLUSIVA... EN NUESTRAS TIENDAS FISICAS TAMBI&Eacute;N PODR&Aacute;S ENCONTRAR GRAN VARIEDAD DE PRENDAS A MENOR COSTO.</p>
<p>APLICAN TERMINOS Y CONDICIONES.</p>";18000.00;1;0;1384;2967;2968;2985;NULL;0;B140;NULL;1;0.00;NULL;NULL;NULL;NULL;NULL;Camiseta,Prendasunicas,Baulito,Baulitodemrbean;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;10x10x17;0;NULL;NULL;NULL;1;NULL;0;NULL;NULL;1;0;0;1
